Job_ID,Job_Role,Company,Location,Phone_Number,Employment_Type,Experience_Required,Education_Level,Industry,Remote_Type,Skills_Required,Salary_LPA,Company_Rating,Applicants_Count,Post_Days_Ago
4339,Cloud Engineer,TCS,Hyderabad,6962260130,Part-Time,0-1 years,Bachelors,FinTech,On-site,"TensorFlow, Kubernetes, Machine Learning, SQL",22,4.6,370,11
4340,Software Engineer,Zoho,Noida,6867015649,Contract,5-8 years,Bachelors,IT Services,Remote,"Tableau, PyTorch, TensorFlow, AWS",37,3.8,402,15
4341,DevOps Engineer,Microsoft,Mumbai,7676262475,Full-Time,8+ years,Masters,Cloud,On-site,"Machine Learning, SQL, Java, Python",24,5.0,720,8
4342,Data Analyst,Flipkart,Chennai,8902427669,Contract,5-8 years,Bachelors,Healthcare,On-site,"Power BI, PyTorch, SQL, Tableau",27,3.3,417,14
4343,Backend Developer,Freshworks,Gurgaon,9250026466,Contract,5-8 years,PhD,IT Services,Hybrid,"Power BI, Kubernetes, AWS, Docker",15,3.6,454,20
4344,DevOps Engineer,Freshworks,Chennai,7330095235,Part-Time,3-5 years,Masters,E-commerce,On-site,"Python, AWS, JavaScript, Java",37,4.1,551,8
4345,Software Engineer,IBM,Coimbatore,8111365708,Part-Time,5-8 years,Bachelors,E-commerce,Hybrid,"Node.js, React, Docker, Machine Learning",38,3.5,740,25
4346,Data Analyst,Amazon,Delhi,7375246328,Contract,0-1 years,Bachelors,IT Services,Hybrid,"Pandas, PyTorch, SQL, React",33,3.4,574,4
4347,Business Analyst,SAP,Hyderabad,8581905286,Internship,5-8 years,PhD,FinTech,Hybrid,"Kubernetes, Docker, PyTorch, Node.js",38,3.4,481,17
4348,Product Manager,SAP,Mumbai,9065455471,Full-Time,1-3 years,Bachelors,IT Services,On-site,"Java, JavaScript, Docker, Machine Learning",35,3.2,223,22
4349,Product Manager,Capgemini,Pune,6942500634,Part-Time,8+ years,Bachelors,E-commerce,Hybrid,"Java, React, SQL, Power BI",13,4.3,426,10
4350,Frontend Developer,Flipkart,Hyderabad,6942671686,Contract,0-1 years,Bachelors,IT Services,On-site,"AWS, Power BI, Tableau, Machine Learning",11,4.2,30,1
4351,Frontend Developer,SAP,Coimbatore,9624889035,Part-Time,5-8 years,PhD,FinTech,On-site,"Power BI, Docker, SQL, React",17,3.5,66,7
4352,Cloud Engineer,Cognizant,Pune,9738034121,Full-Time,8+ years,Masters,IT Services,Remote,"React, TensorFlow, SQL, Pandas",30,4.1,535,26
4353,Data Scientist,Freshworks,Pune,8639225746,Internship,5-8 years,PhD,Software,On-site,"Machine Learning, React, Java, Docker",18,4.2,508,13
4354,Cloud Engineer,Cognizant,Ahmedabad,7336674383,Full-Time,8+ years,Masters,Software,Remote,"Power BI, Java, Kubernetes, TensorFlow",27,3.6,644,8
4355,AI Engineer,Accenture,Coimbatore,6793651667,Full-Time,5-8 years,Bachelors,E-commerce,Remote,"Node.js, Java, AWS, Kubernetes",33,4.3,411,25
4356,Backend Developer,Wipro,Delhi,6992004245,Internship,1-3 years,Bachelors,IT Services,On-site,"TensorFlow, PyTorch, Node.js, Python",12,4.7,518,1
4357,Backend Developer,Google,Noida,6651155001,Part-Time,3-5 years,PhD,IT Services,On-site,"JavaScript, Pandas, Java, React",38,4.2,528,7
4358,Business Analyst,Flipkart,Delhi,6801981835,Contract,5-8 years,Bachelors,Software,Hybrid,"Docker, TensorFlow, Pandas, Tableau",27,3.6,134,23
4359,Full Stack Developer,Google,Pune,8479432799,Internship,8+ years,PhD,FinTech,Remote,"Machine Learning, Pandas, AWS, Docker",26,4.2,584,11
4360,Backend Developer,Flipkart,Noida,6733464954,Contract,5-8 years,PhD,Cloud,Hybrid,"Java, Tableau, Power BI, Docker",4,4.5,535,5
4361,Full Stack Developer,Amazon,Chennai,8159483818,Internship,5-8 years,Bachelors,FinTech,On-site,"SQL, Power BI, PyTorch, React",30,4.8,792,15
4362,Cloud Engineer,Zoho,Chennai,7124074733,Full-Time,5-8 years,Masters,Healthcare,Hybrid,"PyTorch, Machine Learning, Pandas, AWS",35,4.7,145,28
4363,Machine Learning Engineer,TCS,Pune,7236544871,Part-Time,1-3 years,PhD,Cloud,On-site,"JavaScript, Node.js, Machine Learning, PyTorch",36,4.1,319,23
4364,Product Manager,TCS,Chennai,7918059258,Full-Time,1-3 years,PhD,FinTech,Remote,"Machine Learning, Pandas, Kubernetes, Python",32,4.4,406,14
4365,AI Engineer,Cognizant,Ahmedabad,6613367389,Full-Time,0-1 years,Masters,Cloud,Remote,"AWS, JavaScript, Python, Node.js",29,3.4,588,30
4366,Full Stack Developer,Amazon,Ahmedabad,6792329649,Internship,8+ years,PhD,Cloud,On-site,"PyTorch, Kubernetes, JavaScript, TensorFlow",32,4.0,317,30
4367,Data Analyst,Google,Pune,8590680094,Full-Time,3-5 years,PhD,E-commerce,Hybrid,"Java, Kubernetes, PyTorch, Tableau",15,3.6,293,24
4368,Machine Learning Engineer,Flipkart,Mumbai,9043324779,Full-Time,3-5 years,PhD,Software,On-site,"Power BI, PyTorch, SQL, React",19,3.5,457,23
4369,DevOps Engineer,SAP,Gurgaon,8028352284,Part-Time,8+ years,Bachelors,Healthcare,Remote,"JavaScript, TensorFlow, AWS, Tableau",10,4.4,330,3
4370,Frontend Developer,Cognizant,Noida,7733359881,Contract,1-3 years,Bachelors,FinTech,Remote,"SQL, Tableau, Python, PyTorch",38,4.6,760,17
4371,Frontend Developer,Flipkart,Delhi,9919728869,Internship,8+ years,PhD,Software,Hybrid,"TensorFlow, Kubernetes, AWS, Node.js",18,3.4,165,8
4372,Backend Developer,SAP,Delhi,8874378582,Part-Time,3-5 years,Bachelors,Healthcare,Hybrid,"TensorFlow, Docker, JavaScript, Java",33,3.6,183,27
4373,Data Scientist,SAP,Gurgaon,8538516093,Full-Time,3-5 years,Masters,FinTech,Remote,"Node.js, TensorFlow, Power BI, Python",35,3.7,54,16
4374,Backend Developer,Wipro,Gurgaon,6454062749,Part-Time,0-1 years,Bachelors,IT Services,On-site,"Docker, Power BI, Node.js, SQL",36,5.0,358,22
4375,Software Engineer,Google,Kolkata,6601870728,Internship,8+ years,Bachelors,FinTech,Remote,"Tableau, SQL, Java, Kubernetes",14,4.5,672,1
4376,Data Analyst,Microsoft,Chennai,6733195365,Internship,8+ years,Masters,Cloud,Hybrid,"React, Kubernetes, Pandas, JavaScript",35,4.8,181,29
4377,AI Engineer,Flipkart,Ahmedabad,6340324836,Contract,8+ years,PhD,AI,Remote,"Kubernetes, Tableau, JavaScript, Python",40,4.8,556,12
4378,Full Stack Developer,Capgemini,Mumbai,9134464232,Contract,3-5 years,PhD,IT Services,Hybrid,"React, Machine Learning, Docker, Java",38,3.0,737,30
4379,Data Analyst,Zoho,Chennai,6945973408,Part-Time,3-5 years,Masters,Healthcare,Remote,"Python, AWS, Pandas, React",16,3.5,417,22
4380,DevOps Engineer,Google,Bangalore,7315296268,Part-Time,5-8 years,Masters,FinTech,On-site,"Power BI, JavaScript, Kubernetes, Python",7,3.5,217,6
4381,Product Manager,Capgemini,Gurgaon,6601962659,Internship,5-8 years,PhD,Software,Hybrid,"Power BI, TensorFlow, Machine Learning, PyTorch",18,4.0,68,19
4382,Full Stack Developer,Oracle,Ahmedabad,6718406868,Full-Time,1-3 years,PhD,E-commerce,Hybrid,"TensorFlow, Java, Python, Docker",16,4.7,178,23
4383,Business Analyst,Wipro,Coimbatore,6806949034,Contract,1-3 years,Masters,Cloud,On-site,"JavaScript, Pandas, Java, PyTorch",38,4.0,116,28
4384,Machine Learning Engineer,Zoho,Gurgaon,9261044534,Part-Time,5-8 years,Bachelors,AI,On-site,"Machine Learning, Docker, SQL, AWS",39,4.4,385,3
4385,DevOps Engineer,Accenture,Pune,7618864158,Full-Time,0-1 years,Bachelors,FinTech,Hybrid,"Python, SQL, AWS, Node.js",34,4.2,511,10
4386,Frontend Developer,Capgemini,Coimbatore,9991221439,Part-Time,1-3 years,Bachelors,Cloud,Hybrid,"SQL, TensorFlow, AWS, PyTorch",32,3.3,139,11
4387,Full Stack Developer,Oracle,Coimbatore,8767350820,Full-Time,8+ years,Bachelors,FinTech,On-site,"Node.js, Python, Tableau, Machine Learning",14,4.8,412,29
4388,AI Engineer,Infosys,Noida,8543385194,Full-Time,1-3 years,Masters,Software,Hybrid,"Python, Java, Node.js, SQL",10,3.7,287,3
4389,Full Stack Developer,Capgemini,Pune,8557755729,Part-Time,8+ years,PhD,Healthcare,Remote,"Kubernetes, Pandas, Machine Learning, Java",8,3.6,21,19
4390,Data Analyst,Zoho,Delhi,6234993059,Internship,0-1 years,Bachelors,E-commerce,Remote,"TensorFlow, Power BI, JavaScript, Node.js",21,5.0,774,5
4391,DevOps Engineer,Freshworks,Mumbai,6328929577,Contract,0-1 years,Masters,AI,On-site,"AWS, Java, PyTorch, Kubernetes",14,3.2,495,2
4392,Data Analyst,Microsoft,Coimbatore,6738766363,Internship,0-1 years,PhD,IT Services,Remote,"Tableau, Java, JavaScript, Docker",38,4.4,171,20
4393,Business Analyst,TCS,Coimbatore,8504663072,Full-Time,5-8 years,PhD,AI,Remote,"Power BI, JavaScript, Node.js, Python",37,4.5,231,9
4394,Cloud Engineer,Amazon,Chennai,6500316370,Internship,8+ years,PhD,Software,Hybrid,"SQL, Machine Learning, React, Python",4,3.4,407,23
4395,Full Stack Developer,Freshworks,Pune,6730585291,Part-Time,5-8 years,PhD,IT Services,Remote,"Power BI, JavaScript, Java, Docker",25,3.1,572,20
4396,Cloud Engineer,Oracle,Pune,7764449262,Contract,0-1 years,Masters,FinTech,Hybrid,"Python, Java, React, JavaScript",33,4.6,221,11
4397,Full Stack Developer,Freshworks,Mumbai,8933802650,Part-Time,3-5 years,Bachelors,AI,Remote,"PyTorch, JavaScript, Java, Python",12,5.0,491,15
4398,Cloud Engineer,Freshworks,Chennai,9032661284,Internship,1-3 years,Masters,Healthcare,On-site,"TensorFlow, Node.js, JavaScript, Kubernetes",16,3.8,203,14
4399,Frontend Developer,Google,Pune,8353651087,Part-Time,0-1 years,Bachelors,FinTech,On-site,"PyTorch, Docker, TensorFlow, SQL",37,3.9,685,23
4400,Product Manager,Oracle,Hyderabad,7489478393,Part-Time,8+ years,PhD,IT Services,Remote,"TensorFlow, PyTorch, SQL, JavaScript",13,4.7,502,19
4401,Backend Developer,Wipro,Bangalore,7858653906,Contract,0-1 years,PhD,Healthcare,Remote,"Docker, Python, PyTorch, Machine Learning",6,4.9,307,6
4402,Cloud Engineer,IBM,Chennai,8416327417,Part-Time,3-5 years,Bachelors,Healthcare,Hybrid,"AWS, Docker, PyTorch, Pandas",24,3.9,245,5
4403,Machine Learning Engineer,Zoho,Kolkata,9367405596,Part-Time,1-3 years,Bachelors,Cloud,Hybrid,"TensorFlow, Power BI, SQL, Pandas",31,3.0,262,6
4404,DevOps Engineer,IBM,Kolkata,7658731344,Contract,3-5 years,Bachelors,IT Services,On-site,"Tableau, JavaScript, Python, Kubernetes",25,4.5,504,24
4405,Full Stack Developer,Zoho,Pune,8953831218,Contract,5-8 years,Bachelors,IT Services,Remote,"JavaScript, Power BI, AWS, Pandas",31,3.8,597,7
4406,AI Engineer,Amazon,Gurgaon,7078155233,Part-Time,5-8 years,PhD,E-commerce,On-site,"Python, Java, Pandas, Power BI",30,3.9,378,10
4407,Cloud Engineer,Oracle,Kolkata,7853341505,Full-Time,8+ years,PhD,AI,Hybrid,"React, Power BI, Tableau, AWS",21,3.2,632,25
4408,Backend Developer,Google,Kolkata,6720253137,Part-Time,3-5 years,Masters,E-commerce,Hybrid,"Java, Node.js, Pandas, React",38,4.9,624,13
4409,Business Analyst,IBM,Pune,9591638068,Internship,0-1 years,PhD,AI,On-site,"Tableau, AWS, Node.js, Pandas",5,3.7,511,13
4410,Frontend Developer,Amazon,Kolkata,9637489290,Part-Time,3-5 years,Masters,AI,Hybrid,"Java, Pandas, TensorFlow, Node.js",15,4.2,96,10
4411,Backend Developer,Oracle,Coimbatore,7423320318,Internship,1-3 years,PhD,IT Services,Remote,"AWS, Pandas, React, Kubernetes",40,4.0,570,12
4412,Full Stack Developer,Freshworks,Pune,9810113786,Part-Time,5-8 years,Masters,Software,On-site,"JavaScript, Tableau, Python, Docker",23,3.9,682,4
4413,DevOps Engineer,TCS,Kolkata,6193025547,Internship,8+ years,Masters,Cloud,On-site,"JavaScript, Java, PyTorch, Power BI",38,3.7,176,15
4414,Software Engineer,SAP,Chennai,8293865680,Internship,3-5 years,PhD,AI,On-site,"PyTorch, Python, Power BI, React",22,4.4,404,2
4415,Machine Learning Engineer,Infosys,Chennai,7313665085,Full-Time,5-8 years,PhD,IT Services,Remote,"Kubernetes, Power BI, Tableau, Pandas",40,4.5,755,11
4416,Backend Developer,Google,Bangalore,9780924382,Contract,8+ years,Masters,AI,On-site,"Tableau, Kubernetes, Java, Pandas",16,4.1,642,7
4417,Product Manager,SAP,Ahmedabad,9364073853,Internship,5-8 years,Bachelors,FinTech,Remote,"AWS, Docker, Tableau, SQL",12,3.3,533,25
4418,Data Analyst,SAP,Ahmedabad,8992674576,Part-Time,0-1 years,Masters,Software,On-site,"Node.js, Tableau, Kubernetes, Machine Learning",38,3.4,371,7
4419,Data Analyst,Oracle,Ahmedabad,6737772346,Internship,8+ years,Masters,Software,Remote,"Machine Learning, Docker, AWS, Tableau",8,4.4,771,21
4420,Machine Learning Engineer,Capgemini,Gurgaon,9185698846,Full-Time,0-1 years,Masters,AI,Remote,"Machine Learning, AWS, React, Power BI",24,3.4,76,23
4421,Full Stack Developer,Amazon,Ahmedabad,9300539563,Contract,0-1 years,Masters,E-commerce,On-site,"Node.js, PyTorch, Tableau, TensorFlow",13,4.8,436,18
4422,Frontend Developer,Google,Pune,8015597940,Internship,3-5 years,Bachelors,IT Services,On-site,"Pandas, Docker, Java, Python",40,4.9,169,25
4423,Backend Developer,Accenture,Kolkata,9762054199,Internship,8+ years,Bachelors,FinTech,Remote,"Pandas, Kubernetes, SQL, TensorFlow",28,3.9,37,1
4424,Product Manager,SAP,Chennai,9206633126,Contract,1-3 years,PhD,E-commerce,On-site,"Node.js, React, JavaScript, Kubernetes",34,4.9,682,3
4425,Business Analyst,Freshworks,Delhi,7993933150,Part-Time,8+ years,Bachelors,E-commerce,Hybrid,"Power BI, JavaScript, Python, Kubernetes",38,4.7,755,21
4426,Software Engineer,Wipro,Noida,9649503146,Internship,0-1 years,Bachelors,AI,Hybrid,"Kubernetes, Node.js, Power BI, Pandas",14,4.0,237,30
4427,Data Analyst,Amazon,Hyderabad,8206132406,Part-Time,8+ years,Masters,AI,On-site,"Tableau, Node.js, Pandas, JavaScript",21,3.6,687,6
4428,Full Stack Developer,Cognizant,Chennai,9236070526,Contract,0-1 years,Bachelors,AI,Hybrid,"Power BI, React, PyTorch, Tableau",14,4.7,192,23
4429,Full Stack Developer,IBM,Bangalore,6613766923,Contract,1-3 years,Bachelors,Cloud,Hybrid,"Pandas, JavaScript, React, Python",22,3.3,312,8
4430,Backend Developer,Flipkart,Kolkata,6592320760,Contract,0-1 years,Bachelors,Software,Remote,"Tableau, AWS, React, PyTorch",13,3.6,56,4
4431,Machine Learning Engineer,Capgemini,Delhi,8195509636,Part-Time,1-3 years,PhD,IT Services,On-site,"JavaScript, Java, SQL, AWS",13,3.6,223,19
4432,Frontend Developer,IBM,Gurgaon,6495936830,Contract,0-1 years,PhD,Software,Remote,"Tableau, Docker, Node.js, AWS",8,3.6,775,22
4433,Full Stack Developer,Amazon,Bangalore,9064541468,Full-Time,3-5 years,PhD,AI,Remote,"JavaScript, Kubernetes, Tableau, Docker",7,3.6,382,11
4434,Frontend Developer,Zoho,Bangalore,8301025124,Contract,1-3 years,Masters,Healthcare,On-site,"Java, Python, PyTorch, TensorFlow",16,4.9,348,20
4435,Data Scientist,Freshworks,Mumbai,6541871281,Internship,1-3 years,Masters,Healthcare,Remote,"Node.js, PyTorch, Pandas, React",27,4.2,139,11
4436,Frontend Developer,TCS,Delhi,7406712948,Internship,0-1 years,Masters,E-commerce,Remote,"AWS, Pandas, Tableau, Node.js",23,3.8,733,18
4437,DevOps Engineer,Infosys,Pune,6179930880,Contract,3-5 years,Bachelors,Software,Remote,"PyTorch, Docker, Pandas, React",34,4.3,663,11
4438,Data Analyst,Cognizant,Gurgaon,8043845441,Part-Time,0-1 years,Bachelors,FinTech,Remote,"Machine Learning, SQL, PyTorch, Java",5,4.4,610,14
4439,Product Manager,Freshworks,Kolkata,7134480317,Internship,8+ years,Bachelors,IT Services,Remote,"Power BI, Kubernetes, Machine Learning, Python",16,4.7,548,16
4440,Machine Learning Engineer,Google,Kolkata,7431891729,Full-Time,1-3 years,PhD,Cloud,On-site,"TensorFlow, Python, JavaScript, Kubernetes",16,4.9,152,28
4441,Software Engineer,Amazon,Hyderabad,8695446514,Full-Time,1-3 years,Masters,AI,Hybrid,"React, TensorFlow, AWS, Node.js",20,3.2,483,11
4442,Data Scientist,Infosys,Hyderabad,9419421617,Internship,0-1 years,PhD,Cloud,Hybrid,"Java, Python, Machine Learning, Power BI",31,4.5,753,17
4443,Software Engineer,Accenture,Mumbai,7956505165,Full-Time,3-5 years,Bachelors,FinTech,Hybrid,"Java, Python, React, Tableau",21,3.1,722,29
4444,Machine Learning Engineer,Wipro,Coimbatore,6576558333,Full-Time,8+ years,Bachelors,IT Services,Remote,"Node.js, Docker, AWS, SQL",5,3.6,768,29
4445,DevOps Engineer,Wipro,Chennai,9004844371,Full-Time,8+ years,Bachelors,E-commerce,Hybrid,"Java, Docker, PyTorch, Kubernetes",17,3.6,178,25
4446,Full Stack Developer,Amazon,Bangalore,7102569621,Contract,0-1 years,Bachelors,Healthcare,On-site,"Pandas, Docker, JavaScript, SQL",11,4.6,176,11
4447,Business Analyst,Infosys,Kolkata,7089008154,Part-Time,0-1 years,PhD,AI,Hybrid,"AWS, Docker, Node.js, Python",11,4.3,760,1
4448,Frontend Developer,Oracle,Hyderabad,7007090350,Internship,3-5 years,Bachelors,Software,Hybrid,"Kubernetes, PyTorch, Node.js, Tableau",10,3.5,478,5
4449,Full Stack Developer,Microsoft,Mumbai,6968239984,Part-Time,5-8 years,PhD,AI,On-site,"React, AWS, JavaScript, Power BI",16,4.6,663,29
4450,Software Engineer,IBM,Ahmedabad,6295499297,Full-Time,5-8 years,Masters,FinTech,Remote,"Power BI, React, Tableau, TensorFlow",40,3.9,518,26
4451,Software Engineer,Microsoft,Mumbai,6061514280,Contract,0-1 years,PhD,Healthcare,On-site,"Python, Machine Learning, Java, Tableau",40,4.4,89,29
4452,Data Analyst,SAP,Gurgaon,6980393215,Internship,0-1 years,Masters,AI,Hybrid,"PyTorch, Pandas, Tableau, Java",35,4.7,497,15
4453,Backend Developer,Google,Bangalore,7428479806,Contract,5-8 years,Bachelors,AI,Hybrid,"PyTorch, Node.js, Tableau, Machine Learning",28,4.8,777,5
4454,Cloud Engineer,Flipkart,Ahmedabad,7424198083,Full-Time,0-1 years,Bachelors,Healthcare,Hybrid,"PyTorch, Power BI, AWS, Pandas",19,3.9,777,3
4455,Machine Learning Engineer,SAP,Bangalore,9474291357,Full-Time,0-1 years,Bachelors,E-commerce,Remote,"AWS, Machine Learning, Tableau, Python",12,4.8,568,15
4456,Data Scientist,TCS,Ahmedabad,8071825215,Internship,8+ years,Bachelors,Software,Remote,"JavaScript, Kubernetes, Java, Python",35,3.5,749,6
4457,DevOps Engineer,Wipro,Kolkata,7460519256,Part-Time,3-5 years,PhD,E-commerce,Remote,"Power BI, SQL, React, Java",36,4.4,45,11
4458,Machine Learning Engineer,Accenture,Hyderabad,9457249064,Part-Time,5-8 years,Bachelors,Software,Remote,"SQL, TensorFlow, AWS, Pandas",6,4.9,154,14
4459,Data Scientist,Freshworks,Delhi,6279201425,Full-Time,3-5 years,Masters,FinTech,Remote,"React, Docker, TensorFlow, JavaScript",35,4.5,256,1
4460,Business Analyst,Oracle,Pune,6217967110,Full-Time,1-3 years,Bachelors,FinTech,On-site,"Pandas, React, Tableau, Python",14,4.4,59,1
4461,Full Stack Developer,Oracle,Hyderabad,6589380717,Part-Time,8+ years,Bachelors,AI,Hybrid,"Node.js, JavaScript, Docker, PyTorch",11,3.3,445,8
4462,Data Analyst,Freshworks,Hyderabad,7237628792,Internship,0-1 years,Masters,Software,Hybrid,"Node.js, AWS, SQL, Kubernetes",28,4.5,89,24
4463,Backend Developer,Capgemini,Mumbai,7533661281,Contract,3-5 years,Masters,AI,Hybrid,"Tableau, Docker, Kubernetes, PyTorch",12,4.5,374,7
4464,Frontend Developer,Freshworks,Pune,6242391623,Internship,3-5 years,Bachelors,E-commerce,On-site,"Power BI, React, AWS, Docker",23,3.9,46,7
4465,Backend Developer,Infosys,Chennai,7834404517,Contract,0-1 years,Masters,IT Services,On-site,"Power BI, Python, Docker, Node.js",10,3.0,152,14
4466,Product Manager,Cognizant,Mumbai,8780843688,Internship,5-8 years,PhD,Software,Remote,"JavaScript, Machine Learning, SQL, TensorFlow",15,3.1,748,20
4467,Data Scientist,Wipro,Coimbatore,9695573264,Internship,1-3 years,PhD,FinTech,Remote,"Pandas, Docker, PyTorch, TensorFlow",38,4.9,34,12
4468,Data Scientist,Freshworks,Pune,6117388139,Internship,8+ years,Bachelors,FinTech,On-site,"PyTorch, React, TensorFlow, Pandas",24,3.8,52,18
4469,Backend Developer,Freshworks,Mumbai,6068227195,Contract,0-1 years,Masters,IT Services,On-site,"SQL, Docker, Tableau, Machine Learning",33,3.6,400,6
4470,Data Scientist,Wipro,Bangalore,6322983145,Full-Time,5-8 years,PhD,Healthcare,On-site,"AWS, Docker, TensorFlow, Pandas",32,4.9,467,9
4471,Software Engineer,Oracle,Chennai,8190402415,Part-Time,1-3 years,Bachelors,AI,On-site,"Power BI, Java, AWS, PyTorch",32,4.5,507,19
4472,Software Engineer,Freshworks,Bangalore,6989735619,Part-Time,5-8 years,Masters,IT Services,Remote,"Machine Learning, Node.js, PyTorch, Power BI",29,4.4,171,6
4473,Machine Learning Engineer,Flipkart,Hyderabad,6072546444,Part-Time,5-8 years,Bachelors,FinTech,On-site,"SQL, AWS, Docker, JavaScript",11,3.3,562,12
4474,DevOps Engineer,SAP,Noida,7225024776,Part-Time,0-1 years,PhD,Cloud,On-site,"SQL, React, Pandas, JavaScript",11,4.8,591,24
4475,Business Analyst,TCS,Hyderabad,7573084739,Full-Time,0-1 years,PhD,Cloud,On-site,"React, Python, Node.js, Power BI",18,3.1,786,14
4476,Frontend Developer,Flipkart,Pune,6508281373,Full-Time,0-1 years,Masters,E-commerce,Remote,"Python, Pandas, JavaScript, Tableau",23,4.2,736,10
4477,Backend Developer,TCS,Noida,9376105178,Contract,1-3 years,Masters,Healthcare,On-site,"React, Python, JavaScript, PyTorch",23,4.8,289,12
4478,Business Analyst,IBM,Hyderabad,9780962919,Internship,0-1 years,PhD,AI,Remote,"Python, Pandas, Machine Learning, Power BI",36,4.0,611,25
4479,Business Analyst,Amazon,Mumbai,6505740642,Contract,0-1 years,Bachelors,IT Services,Remote,"JavaScript, TensorFlow, SQL, Kubernetes",27,4.2,593,5
4480,Product Manager,Google,Coimbatore,9861952208,Full-Time,3-5 years,PhD,E-commerce,On-site,"Java, TensorFlow, AWS, Machine Learning",17,3.6,147,4
4481,Cloud Engineer,Microsoft,Kolkata,7649549458,Internship,8+ years,Masters,FinTech,Remote,"Node.js, SQL, Kubernetes, Docker",18,5.0,779,12
4482,Backend Developer,Oracle,Gurgaon,8803424275,Full-Time,1-3 years,Bachelors,AI,Hybrid,"TensorFlow, PyTorch, React, Kubernetes",4,4.3,103,20
4483,Product Manager,TCS,Pune,6594328322,Contract,8+ years,Masters,Software,Remote,"Machine Learning, JavaScript, PyTorch, AWS",36,4.9,272,14
4484,Backend Developer,Oracle,Noida,9259618607,Contract,5-8 years,PhD,Cloud,Hybrid,"Kubernetes, Docker, Pandas, SQL",40,4.7,566,22
4485,Backend Developer,SAP,Bangalore,8554215640,Full-Time,3-5 years,Masters,FinTech,Remote,"AWS, Node.js, Python, PyTorch",35,3.9,615,25
4486,Business Analyst,Freshworks,Delhi,9272223839,Internship,8+ years,PhD,FinTech,On-site,"Machine Learning, PyTorch, SQL, JavaScript",5,4.1,109,26
4487,Frontend Developer,TCS,Chennai,7614796511,Internship,5-8 years,PhD,FinTech,Hybrid,"Power BI, AWS, Node.js, Pandas",17,4.0,401,27
4488,Frontend Developer,Oracle,Ahmedabad,8686228582,Part-Time,1-3 years,Bachelors,Software,Remote,"Java, Power BI, Tableau, SQL",9,3.3,558,10
4489,Product Manager,TCS,Pune,8525047956,Part-Time,0-1 years,Masters,Healthcare,Remote,"Kubernetes, Python, React, SQL",15,3.5,458,14
4490,Business Analyst,Oracle,Pune,6648234608,Part-Time,3-5 years,Masters,Healthcare,Hybrid,"Power BI, Pandas, Kubernetes, PyTorch",28,3.5,354,30
4491,Data Analyst,Microsoft,Coimbatore,9763338378,Part-Time,0-1 years,PhD,Cloud,On-site,"Kubernetes, PyTorch, Power BI, TensorFlow",37,4.4,280,7
4492,Cloud Engineer,Infosys,Kolkata,6551047399,Internship,0-1 years,Bachelors,FinTech,Remote,"Kubernetes, PyTorch, SQL, TensorFlow",8,3.2,475,20
4493,Data Analyst,Freshworks,Delhi,8917928098,Contract,1-3 years,Bachelors,FinTech,Remote,"AWS, Tableau, SQL, PyTorch",4,5.0,74,23
4494,Cloud Engineer,Amazon,Chennai,7104502795,Part-Time,0-1 years,PhD,IT Services,Remote,"Power BI, PyTorch, Docker, React",27,4.2,752,15
4495,Business Analyst,Oracle,Coimbatore,9998929976,Contract,0-1 years,Bachelors,Healthcare,Hybrid,"Pandas, Node.js, Kubernetes, PyTorch",16,3.9,695,23
4496,Cloud Engineer,Oracle,Delhi,7583354810,Contract,0-1 years,Bachelors,Healthcare,On-site,"Kubernetes, SQL, JavaScript, Java",4,4.5,97,5
4497,Software Engineer,Oracle,Chennai,6911763039,Contract,5-8 years,Bachelors,E-commerce,Remote,"Docker, React, TensorFlow, AWS",29,4.8,629,6
4498,Business Analyst,Infosys,Pune,7376479963,Part-Time,3-5 years,Masters,Cloud,Remote,"Java, Pandas, Kubernetes, Tableau",40,3.9,563,10
4499,Machine Learning Engineer,Amazon,Hyderabad,9371826367,Internship,0-1 years,Masters,Cloud,On-site,"PyTorch, React, Kubernetes, Power BI",40,3.3,236,15
4500,AI Engineer,Flipkart,Bangalore,7235033485,Full-Time,5-8 years,PhD,AI,On-site,"PyTorch, Java, Machine Learning, React",23,3.2,285,26
4501,Software Engineer,Amazon,Delhi,6391141298,Part-Time,1-3 years,Masters,Healthcare,On-site,"SQL, React, Docker, TensorFlow",4,3.9,558,26
4502,Backend Developer,Google,Pune,7525785795,Internship,0-1 years,Bachelors,AI,Hybrid,"Docker, Pandas, SQL, Tableau",27,4.0,333,3
4503,Machine Learning Engineer,TCS,Gurgaon,8476795155,Contract,3-5 years,Masters,Software,Hybrid,"Pandas, Docker, Tableau, Java",8,4.7,293,13
4504,Software Engineer,Oracle,Pune,8233121930,Part-Time,3-5 years,Bachelors,Cloud,Hybrid,"JavaScript, PyTorch, Java, React",7,3.8,221,19
4505,Product Manager,Capgemini,Ahmedabad,9635696178,Internship,3-5 years,Bachelors,Healthcare,On-site,"Tableau, Kubernetes, Power BI, AWS",24,3.0,247,10
4506,Product Manager,Capgemini,Ahmedabad,8060630018,Part-Time,1-3 years,PhD,FinTech,On-site,"SQL, Power BI, JavaScript, TensorFlow",36,3.9,604,28
4507,Business Analyst,Accenture,Mumbai,7863340516,Internship,5-8 years,Masters,Software,Remote,"PyTorch, Kubernetes, Pandas, Python",28,3.3,629,22
